PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
11Lpc,r5k1/3qpp2/3p1bP1/3P4/1r2P3/4Q2P/1pP4K/3NR1R1 w - - 0 30,g6f7 g8f7 e3f3 a8h8,2091,87,84,29,advantage middlegame short,https://lichess.org/9yO9QJCs#59
0ilLT,4r2k/pQ1R2pp/2n5/2P2p2/1P6/P6P/5qPK/8 w - - 0 26,b7c6 f2f4 g2g3 e8e2 c6g2 e2g2,1343,75,92,908,crushing endgame long,https://lichess.org/BaFBLZ2j#51
0JyVU,2kr3r/pp2b1pp/2p5/2P2b2/1P6/8/P4PPP/R1B1R1K1 w - - 0 16,e1e7 d8d1 e7e1 d1e1,668,106,76,190,backRankMate endgame mate mateIn2 short,https://lichess.org/brNKlXIw#31
0Qhyw,r2r2k1/8/p5p1/1p1PPpqp/1P4b1/P2B2P1/5Q1P/R4R1K w - f6 0 29,e5f6 g5d5 h1g1 d5d3,1214,75,98,1708,advantage fork middlegame short,https://lichess.org/tOufvHvE#57
0RD5w,r3r2k/1p1q2p1/p1pB1nQp/5p1P/3Pb3/8/PPP1BP2/2KR2R1 b - - 3 24,d7d6 g6g7,894,190,100,28,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/R3iRV6Mn/black#48
0UB5Y,2r2k2/pp1q3p/6p1/3pb1n1/1P1B4/2P1Q1P1/P3RPK1/8 w - - 0 37,e3e5 d7h3 g2g1 g5f3,948,76,96,1008,endgame mate mateIn2 short,https://lichess.org/Wtg9VZHy#73
0I16I,3Q1qk1/r7/4B2p/7n/4pP2/5b1n/6NP/5R1K b - - 4 42,g8g7 d8d4 g7h7 d4a7,1617,75,85,154,advantage fork master masterVsMaster middlegame short,https://lichess.org/X25nqEx2/black#84
0fWIA,8/p1p2p2/2p2Pk1/4p1P1/2BP1p1K/2P5/PP4r1/8 b - - 2 35,f4f3 c4d3 e5e4 d3e4,1052,126,100,32,endgame mate mateIn2 short,https://lichess.org/brsY2nWA/black#70
0P8Ni,3rR1k1/Q4pp1/2p3q1/6N1/5r2/7P/P4PP1/4R1K1 b - - 8 29,d8e8 e1e8,1029,87,49,510,endgame mate mateIn1 oneMove,https://lichess.org/8yXOASRz/black#58
14aOm,5r1k/p6p/6p1/1B1n4/3r4/1P4P1/P4P1P/R4RK1 w - - 1 24,f1d1 d4d1 a1d1 d5c3,1438,500,100,0,endgame equality short,https://lichess.org/XXYPfi1Q#47
0bMpd,2k5/6R1/5K2/pr4p1/6P1/8/8/8 w - - 6 45,g7g5 b5g5 f6g5 a5a4,713,81,95,1319,crushing defensiveMove endgame rookEndgame short,https://lichess.org/weRSnNSY#89
0hyWR,2r3k1/1p3ppp/p1rbp1q1/6B1/3PR1QP/8/PP3PP1/R5K1 w - - 3 20,a1e1 f7f5 h4h5 g6f7,1779,85,85,38,clearance crushing fork middlegame short,https://lichess.org/xj6gxXP1#39
074gd,2k2q2/1pp5/p1p5/4p1Rp/4N2n/3P3P/PPP2P1K/R7 w - - 2 26,h2g3 f8f4,1666,82,94,1876,endgame master mate mateIn1 oneMove,https://lichess.org/sEUcqqrl#51
0p0QK,4Qb1r/ppqk1bp1/2pp2Bp/8/7B/2P5/PP3PPP/3RK2R b K - 0 21,f7e8 g6f5,1157,82,100,166,mate mateIn1 middlegame oneMove,https://lichess.org/wLDof0ab/black#42
074BS,3r1r1k/1b2npR1/p3pq2/1p1p2Rp/4P3/8/PPPQB2P/7K b - - 3 27,e7g6 g5h5 h8g7 d2h6 g7g8 h6h7,1276,81,92,2305,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/6IG0jOXT/black#54
0IWUf,6k1/7p/6pb/p1pR4/P1Pr4/1P2p2P/4R1P1/6K1 w - - 3 44,d5e5 d4d1 g1h2 h6f4 g2g3 f4e5,1164,78,86,181,advantage endgame fork long,https://lichess.org/0fNwo30d#87
0ehlk,r4r2/1p3pkp/p1p2np1/8/3qNQ1P/1P6/P1PP1PP1/R3K2R w KQ - 0 21,e1g1 d4e4 f4e4 f6e4,1715,76,78,87,advantage middlegame short,https://lichess.org/LIT4ojxb#41
04gvE,5r1R/ppp1k3/6Q1/4P3/5r2/P2P4/1P1q1BK1/4R3 w - - 6 37,h8h7 e7d8 g2h1 d2f2 g6g5 d8c8,2386,76,71,104,crushing defensiveMove long middlegame pin,https://lichess.org/xwSdQI9N#73
0tVeI,8/5Rpk/3q3p/p7/4b3/4N1RP/6PK/8 b - - 3 41,e4g6 f7g7 h7g7 e3f5 g7f6 f5d6,1691,74,90,1295,advantage attraction endgame long pin sacrifice,https://lichess.org/25gOFsdr/black#82
0LBuf,r1q2r1k/1p3ppp/3p4/p1n5/3Q1P2/3B4/PPP3PP/2KRR3 w - - 0 18,d4d6 f8d8 d3f5 d8d6 f5c8 d6d1 e1d1 a8c8,1929,75,92,771,advantage middlegame veryLong,https://lichess.org/jo29Nz1s#35
0lVy1,8/pp4p1/2p2pk1/8/4N1Q1/6pK/PP4P1/4qn2 b - - 5 46,g6h7 g4h5 h7g8 h5e8,1878,268,100,2,crushing endgame short,https://lichess.org/NrFs2nFw/black#92
0zMLf,7q/p6p/1knQ4/2p3p1/1p2P1b1/2PPK1P1/PP4rP/2R1R3 w - - 0 32,c3b4 h8d4 d6d4 c5d4,1435,75,76,555,mate mateIn2 middlegame short,https://lichess.org/7L6EqBXk#63
101DY,3r2k1/6pp/1p2p3/2p1P2q/2P1pP2/3rP3/Q5PP/4RRK1 w - - 0 28,a2a6 d3d2 f1f2 d2f2,2244,77,87,279,crushing endgame short,https://lichess.org/6NdsjuGC#55
0ksYR,4r3/1pp1rp1k/p2p3p/8/1n2qBpP/1P6/P1PQ1PP1/1K1RR3 b - - 1 24,e4c2 d2c2 b4c2 e1e7 c2a3 b1b2,1767,76,85,95,advantage long middlegame pin,https://lichess.org/3DfbDWza/black#48
0bRMI,8/8/3k1ppp/1p6/1P1K1P1P/6P1/8/8 b - - 0 44,d6c6 h4h5 g6h5 d4e4 c6d6 e4f5 d6d5 f5f6,2246,85,66,40,crushing endgame pawnEndgame veryLong,https://lichess.org/MIRaJ9OK/black#88
0PdRk,2r3k1/5p2/1p2bq1p/pR1pN1pQ/3P4/P3P3/5PPP/6K1 w - - 0 24,h2h3 c8c1 g1h2 f6f2 h5h6 f2g1,1902,393,82,1,crushing deflection endgame kingsideAttack long,https://lichess.org/nv2XRt15#47
0h9oY,1rr3k1/5ppp/p2p1b2/3Pp3/q1p5/1P2B3/P1PQ1PPP/1R3RK1 b - - 0 21,a4a2 b1a1 a2b2 f1b1 e5e4 b1b2,1598,116,82,11,advantage clearance long middlegame trappedPiece,https://lichess.org/rVRN45Ta/black#42
09rWc,1r6/R1p5/3kp3/3pr1p1/4P1p1/1P4P1/P4K1P/4R3 w - - 0 31,e4d5 b8f8 f2g2 e5e1,1853,127,100,17,crushing deflection endgame rookEndgame short,https://lichess.org/UjmzckO0#61
0SCgi,1r6/5pk1/p2q4/2pP1pp1/Q1P1pP2/4P3/R4PK1/8 w - - 0 42,a4a6 b8b6 a6a3 d6g6,1686,299,33,5,crushing defensiveMove endgame short,https://lichess.org/MzujTWfw#83
0EyZo,8/ppk3r1/2p5/8/4R3/r4PKB/8/5R2 w - - 10 41,g3h2 a3a2 h2h1 g7h7 h1g1 h7h3,1235,74,96,2540,advantage endgame long master pin,https://lichess.org/eBYCSuZX#81
07UHv,3rr1k1/2p2pp1/1p5p/p2R4/Pq2P3/5P2/1PQ3PP/R5K1 w - - 1 21,a1d1 d8d5 e4d5 e8e1,1336,76,87,1014,crushing endgame short,https://lichess.org/x5YRIipj#41
0td48,1k3b2/ppp1qNpp/4Qn2/8/R2p1P2/1P6/1Pn3PP/2B4K w - - 6 21,e6c4 e7e1 c4f1 e1f1,1435,207,100,23,fork mate mateIn2 middlegame short,https://lichess.org/KzEZv1Oy#41
0AR4U,3r1rk1/1q3ppp/p2n4/1ppN1PP1/8/P7/1PPR2QP/5R1K b - - 0 22,d6c4 d5f6 g7f6 g2b7,1723,83,-60,38,crushing discoveredAttack middlegame short,https://lichess.org/01vg7q7o/black#44
03sEM,r2q1rk1/1p1n1ppp/p7/3N4/3Q1B2/3b1N1P/PP4P1/R5K1 b - - 1 21,d3g6 f4c7 d8e8 a1e1 e8e1 f3e1,1896,75,88,107,advantage long middlegame,https://lichess.org/0QPTOQOT/black#42
0WBbL,r3r1k1/pp2bpp1/1qp2B1p/2n1pb2/3pP3/3P1N2/PPP1BPPP/R1Q1K2R b KQ - 0 15,f5e4 f6e7 e8e7 d3e4,1635,444,100,1,equality intermezzo middlegame short,https://lichess.org/VUvo9URW/black#30
09r7o,r5k1/5rp1/p1p1P2p/1p2P3/7B/P5QP/2q1n1PK/3R1R2 b - - 2 27,e2g3 e6f7 g8f8 h4g3,1689,74,87,575,advancedPawn advantage intermezzo middlegame short,https://lichess.org/RELo1jXC/black#54
0Z2FL,r1b2rk1/4pp1p/p1p3p1/2Pq4/8/4B3/Pb1N1PPP/1R1Q1RK1 b - - 1 15,d5a2 d1c2 a8b8 e3d4,1902,198,82,7,advantage middlegame short,https://lichess.org/BM8lHU75/black#30
0gzOY,r2q4/pp2p2k/5pr1/3pN2p/7P/2b1P3/P3QK2/6R1 b - - 1 23,c3e5 e2h5 h7g7 h5g6 g7h8 g6h6,1744,82,68,35,endgame exposedKing long mate mateIn3,https://lichess.org/9ilui2a3/black#46
00qX2,1r2r2k/Q1R4p/4q1p1/4Bb2/8/8/PP3PPP/3R2K1 b - - 0 28,e6e5 c7h7 h8g8 a7f7,1574,95,100,76,mate mateIn2 middlegame short,https://lichess.org/aDxQAOeN/black#56
14AHK,1r3k2/3bp1bQ/2n3P1/2p5/3p4/PpBPq3/1P6/1K3RNN b - - 1 30,f8e8 h7g8 g7f8 g8f8,1405,76,92,1166,fork mate mateIn2 middlegame short,https://lichess.org/TgLJCpqP/black#60
0K57a,r2q2k1/pb1nrpp1/1p2p2p/4N3/3P2Q1/P1Nn4/1P3PPP/3R1RK1 w - - 0 19,d1d3 d7e5 d4e5 d8d3,978,79,56,152,capturingDefender crushing discoveredAttack middlegame short,https://lichess.org/Ta2GeAf3#37
0hJcp,5rk1/pp1bQ3/1q1N2r1/3p4/3np3/1PP4P/P4PP1/R3KB1R w KQ - 2 27,d6c4 d4c2 e1d1 d5c4 f1c4 d7e6,2489,84,76,277,crushing fork long middlegame,https://lichess.org/1CwsZvUW#53
0clDZ,7k/pp3Rq1/1b4pQ/n4r1p/6P1/2P5/PP3P1P/4R1K1 b - - 3 29,g7h6 e1e8 h6f8 e8f8,995,75,99,1716,endgame mate mateIn2 short,https://lichess.org/43vHVpgJ/black#58
0Iesa,r6r/1p6/p3k1p1/2p3p1/4P1N1/N1b5/Pn2KP1P/1R5R w - - 0 25,b1b2 c3b2,762,218,-9,5,advantage hangingPiece middlegame oneMove,https://lichess.org/5KBaOB93#49
0gK5e,6k1/pR6/2P3Kp/4p1p1/1P3rP1/P4r2/7P/R7 w - - 4 34,c6c7 f4f6 g6h5 f3h3,798,82,88,85,endgame mate mateIn2 rookEndgame short,https://lichess.org/wQYCzDc5#67
0ZzXu,r4rk1/1pp1bppp/p1b1pn2/3qNP2/2Np4/1P2P3/PBPP2PP/R2Q1RK1 w - - 2 13,e3d4 d5g2,998,86,100,109,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/esyGbh2k#25
0dJBD,N2k3r/p2p1ppp/bp3n2/8/2PQPp2/3K4/PP1B2PP/q4B1R w - - 1 15,d4d6 a1b1 d3d4 b1b2,2335,86,90,387,crushing middlegame short,https://lichess.org/QZvKch2T#29
0jCbe,8/2Q4p/4p1pk/3pNpq1/1PnP4/1rP5/5PPP/2R3K1 w - - 6 45,e5c4 g5c1,1160,200,33,14,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/3BeDO0pj#89
0dsnm,2b2k1r/6p1/p2ppb2/2n5/1r1NP2q/2N1BQ2/1PP3B1/2KR4 b - - 3 27,h4h5 d1h1 h5h1 g2h1,1708,76,90,375,advantage master middlegame short,https://lichess.org/Ggf5EyuZ/black#54
0hnpx,r1bq1rk1/pppp1p2/1bn2n2/6B1/2BPP3/8/PP3PPP/RN1Q1RK1 b - - 0 11,g8g7 e4e5 f6h7 g5d8,1691,76,73,107,crushing opening short,https://lichess.org/zdKWPxzM/black#22
0lLf3,1k1r3r/1pq1bpp1/p1b1pn2/3pP2p/8/1QN1BPPP/PPP3B1/2KR3R b - - 0 17,c7e5 e3f4 e5f4 g3f4,1532,82,75,36,crushing middlegame pin short,https://lichess.org/3qU3PHG9/black#34
01K12,5r2/1bN1N1k1/5rp1/4p2p/2PbP3/pP5P/P3R1P1/3R3K w - - 0 34,e7d5 f6f1 d1f1 f8f1 h1h2 d4g1,1822,75,93,691,advantage kingsideAttack long middlegame,https://lichess.org/nnSgOzEw#67
0297r,3r2k1/1n3ppp/p1p2q2/1p1P4/1P2N3/P5P1/5P1P/2RQ2K1 b - - 1 24,f6e5 d5c6 d8d1 c1d1,1646,79,60,71,crushing endgame sacrifice short,https://lichess.org/R9VdmdHj/black#48
0Nq0F,8/6pk/7p/3Q1p2/1P6/3p1PP1/4q1KP/8 w - - 2 48,g2h3 e2f1 h3h4 g7g5 h4h5 f1h3,1585,75,83,220,endgame long mate mateIn3 queenEndgame,https://lichess.org/bryaiAkR#95
13ttj,r1nk3r/7p/3p1p2/p2qp3/1pR2n2/1P3QN1/P4PPP/5KNR b - - 4 25,a8a7 c4f4 d5f3 f4f3,1641,74,97,2385,advantage middlegame short,https://lichess.org/sHCtKfck/black#50
0iAT9,r1bq2kr/4ppb1/p2p2p1/5PP1/2pNP3/2N1B1QP/PPP5/1K1R4 b - - 0 22,e7e5 d4c6 d8d7 c3d5,2472,84,89,328,crushing defensiveMove middlegame short,https://lichess.org/CjYPdqlA/black#44
0VUQ2,6k1/pRp2rpp/2p5/3n4/P1Q5/3r3P/1P1NqPP1/2KR4 b - - 0 25,d3d2 b7b8 f7f8 b8f8 g8f8 c4c5 f8f7 d1d2,2086,75,85,151,attraction crushing middlegame veryLong,https://lichess.org/CaNIgEpZ/black#50
12g7c,r1bqkb1r/ppp2pp1/5n1p/6B1/3P4/8/PP2PPPP/R2QKBNR w KQkq - 0 8,g5f6 f8b4,1474,75,93,1864,crushing oneMove opening,https://lichess.org/BDX77pUg#15
0eGMz,r4rk1/pp2pp1p/2qp2pQ/1R1R4/8/7P/P4PP1/6K1 b - - 1 24,a7a6 d5h5 c6c1 h6c1,1785,73,93,7267,advantage endgame quietMove short,https://lichess.org/yAOxlu4p/black#48
0yBxr,r2qkb1r/3b1ppp/p1np1n2/4p3/Q3P3/2N2N2/PPP2PPP/R1B1KB1R w KQkq - 0 10,c1g5 c6d4 a4c4 d4c2,1279,74,95,14235,advantage opening short,https://lichess.org/DIGGXKHb#19
009IO,3rk3/5p1r/p2Np1p1/3bP3/P2n4/8/1P3RPP/5RK1 b - - 4 25,e8e7 f2f7 h7f7 f1f7,1174,80,87,529,hookMate mate mateIn2 middlegame short,https://lichess.org/LJBrm9Or/black#50
0G3LV,r7/2pk4/4p1pp/N2bP3/1b1P4/1N5P/5PP1/R4K2 b - - 4 31,d5b3 a5b3 a8a1 b3a1,1576,500,100,0,endgame equality short,https://lichess.org/66XDKWv3/black#62
0Z2bN,4R1qk/5Qpp/b1p2p2/p7/8/8/PPP2BPP/6K1 b - - 0 25,g8e8 f7e8,666,102,89,867,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/336kumZc/black#50
0Z6aQ,8/3n1pk1/2pq2p1/1p2p2p/p7/P3NNQP/bPP2PP1/6K1 b - - 3 33,a2d5 e3f5 g7f8 f5d6,1117,76,94,829,crushing endgame pin short,https://lichess.org/SVC9tyQo/black#66
0NfdN,8/p3q3/1p6/5Bp1/8/1PQ2p1P/P5k1/1K6 w - - 2 42,f5g4 e7e4 b1b2 f3f2,2043,77,91,773,advancedPawn crushing endgame short,https://lichess.org/sDMSEG17#83
0Rf9R,8/3b4/p1p5/PpP5/1P2BK2/2P3pk/8/8 b - - 3 47,g3g2 e4g2 h3g2 f4e5 g2f3 e5d6 d7e8 d6c7,1648,75,93,477,bishopEndgame crushing endgame sacrifice veryLong,https://lichess.org/bINNVVZS/black#94
0Tjhd,5r2/1p5k/1p1q2pp/4p3/1PQ1Bn2/2P5/P5PP/5RK1 w - - 4 29,e4b7 b6b5 c4e4 d6b6 g1h1 f4h3,2525,90,85,119,clearance crushing defensiveMove endgame long,https://lichess.org/v9dgXBlG#57
0mG2c,8/R5p1/p4pk1/1p6/3B1n2/1P6/r6r/1K4R1 b - - 1 37,g6h5 a7g7 h5h6 g7g8 a2g2 g8h8 h6g6 h8h2 g2g1 d4g1,2431,78,83,111,advantage endgame pin quietMove veryLong,https://lichess.org/u97DgZUw/black#74
0lrHc,1r1q1rk1/p4ppp/5b2/3b4/4p3/8/1P1QBPPP/R1BR2K1 b - - 5 19,b8b7 d2d5 d8d5 d1d5,1313,100,-24,22,advantage middlegame short,https://lichess.org/Qs9sP9a7/black#38
03YKj,r4rk1/pp1qppbp/5np1/n1pP2N1/4N3/3P1Q2/PPP2PPP/R1B2RK1 b - - 5 12,d7d5 e4f6 e7f6 f3d5,1011,125,100,28,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/qtTMSQ1S/black#24
0FjZd,8/6p1/p1p4k/P1P5/3Pp1pB/4P2q/6R1/6K1 b - - 2 52,h3h4 g2h2 h4h2 g1h2 h6g5 d4d5 g5f5 d5d6,2396,85,77,244,crushing endgame pin queenRookEndgame veryLong,https://lichess.org/w7WspMSC/black#104
0CR9K,2r2rk1/4bp1Q/pp4p1/3qB3/P2Pp3/6R1/1PP3PP/R6K b - - 0 29,g8h7 g3h3 e7h4 h3h4 h7g8 h4h8,918,88,79,147,long mate mateIn3 middlegame,https://lichess.org/OZmK57NH/black#58
0MtiM,2k3r1/pppn1p1p/5p1r/5P2/P3R3/2Q3N1/1PP2qPP/R6K w - - 1 27,a1e1 d7e5 e1f1 f2g3 c3g3 g8g3,2044,73,93,3189,advantage long middlegame pin quietMove,https://lichess.org/aUXuqqz1#53
0n62O,6k1/p1p2pp1/1p5p/1P5q/P4P2/1P1bP3/3P1QB1/2KN4 w - - 1 38,g2f3 h5c5 c1b2 c5c2,1160,305,100,8,crushing endgame queensideAttack short,https://lichess.org/p78HXROC#75
0EmQx,7r/1p6/1pk5/2ppPp2/5B2/2P1Pb1P/PP3Pr1/R3K2R w KQ - 0 27,f4g3 g2g3 f2g3 f3h1,1090,214,18,17,advantage discoveredAttack endgame short,https://lichess.org/pSAwoskX#53
0hXpC,rn4k1/p5pp/3qpr2/1p1bN2B/2pP2Q1/2P5/5P1P/R3K1R1 b Q - 1 17,g7g6 h5g6 d6e5 g6e4 f6g6 d4e5 g6g4 g1g4,2770,97,85,432,advantage discoveredAttack intermezzo kingsideAttack middlegame sacrifice veryLong,https://lichess.org/Eg5Ym0he/black#34
0hdFP,5r2/3RQ3/1p3pp1/p4q2/3P4/1P1k1P2/P5P1/2r1BK2 b - - 2 39,f5b5 e7e2,1138,79,93,509,endgame master mate mateIn1 oneMove,https://lichess.org/Po3cLmhw/black#78
0rl7J,r5k1/ppp3pp/3p4/3Np3/4P3/3Pb3/PPP4q/1K3Q2 b - - 4 27,a8f8 d5e7 g8h8 f1f8,1120,75,89,185,deflection endgame mate mateIn2 short,https://lichess.org/iBEQGDEw/black#54
0wvbw,3r3r/3nkppp/1pB5/3R4/1P6/7P/1Pp2PP1/5RK1 b - - 0 22,d7f6 f1e1 f6e4 e1e4,1244,78,86,85,crushing endgame master short,https://lichess.org/gYx7bBQA/black#44
01mvq,4r1k1/pp3ppp/1q4b1/1Nb3B1/2Q5/2P4P/PP3PP1/R5K1 w - - 1 24,g5h4 e8e4 b5d4 e4h4,1613,173,100,22,crushing interference middlegame short,https://lichess.org/9WWBV3nN#47
0H336,8/8/8/3Pk2p/2p5/r2BK2P/1N6/8 b - - 1 72,c4d3 b2c4 e5d5 c4a3,1416,76,89,419,crushing endgame fork master short,https://lichess.org/orZxrLXB/black#144
0Lrpi,6k1/R5p1/5n2/3n1PN1/7p/P7/KPP5/7r b - - 3 35,h4h3 a7a8 f6e8 a8e8,1421,102,63,21,endgame mate mateIn2 short,https://lichess.org/ZzCfgnhr/black#70
0qD6k,r1b1k2r/ppp2ppp/4p3/4Pq2/2Pb4/P4QP1/1P1N1P1P/R1B2RK1 b kq - 1 14,d4e5 f3f5 e6f5 f1e1 c8e6 e1e5,1607,75,87,856,advantage long middlegame pin,https://lichess.org/hnlyIj8d/black#28
08jNC,8/7p/3R4/8/5nP1/2kp1K2/5N2/r7 b - - 5 52,a1a2 f2e4 c3c4 f3f4,1752,74,84,105,crushing endgame master short,https://lichess.org/WQDfAZUo/black#104
07Apj,5r1k/6qp/p2pB3/1p1Pn3/3B1N2/1P6/P5PP/Q5K1 w - - 6 29,f4h5 e5f3 g1h1 g7d4 a1f1 d4h4 g2f3 h4h5,2056,75,88,626,advantage discoveredAttack middlegame pin veryLong,https://lichess.org/ulKQ3zqV#57
12Up9,2r3k1/1pp2p2/1b1p1p1p/pP1Pr3/P3P2q/3B1Q2/3N1PK1/R4R2 w - - 2 26,f3g3 e5g5 d2f3 g5g3,1374,74,90,3226,advantage defensiveMove middlegame pin short,https://lichess.org/D9v79xtQ#51
0qyld,4r1k1/1R6/7p/1p3PpP/3Kp1P1/1P6/8/8 w - - 3 45,b7b5 e4e3 b5a5 e3e2,1231,75,93,772,advancedPawn crushing endgame rookEndgame short,https://lichess.org/6PZIkFzh#89
0yOrp,1r4k1/5p1p/4p1p1/8/q4P2/2Q3KP/1P1R4/8 b - - 8 41,b8b3 d2d8 a4e8 d8e8,917,77,86,291,endgame mate mateIn2 short,https://lichess.org/GmO8hzVt/black#82
0hK1C,3b1n1r/1k3r2/p5p1/4p3/P3N1P1/2P3P1/1P4K1/3RR3 b - - 4 35,d8b6 e4d6 b7c7 d6f7,822,83,77,71,crushing fork master middlegame short,https://lichess.org/Ca8U6yOn/black#70
12I7G,2r2k2/1pp3pp/8/1q1PRp2/p7/P2b3P/1PQ2PP1/R5K1 w - - 3 26,e5f5 f8g8 c2d2 d3f5,1805,74,93,1349,advantage defensiveMove endgame intermezzo short,https://lichess.org/6Qmh6olW#51
0NgpL,r1b1r1k1/ppp1qppp/8/1P1p4/6n1/2PPnN1P/P3B1P1/RNBQR1K1 w - - 1 18,c1e3 e7e3 g1h1 g4f2,1353,75,62,770,crushing kingsideAttack opening short,https://lichess.org/6FvaoRig#35
0OB7Z,rn3rQk/pp4pp/1q3n1N/2b5/8/4P3/PP3PPP/RNB1K2R b KQ - 6 15,f8g8 h6f7,945,95,100,72,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/AwgDdFuS/black#30
0NS5g,1r6/Q4pkp/1r1pb3/2b5/6P1/2P2P1P/P3P3/R3K1NR w KQ - 1 22,e1d2 b6b2 d2d3 c5a7,1311,82,86,56,crushing discoveredAttack middlegame short,https://lichess.org/VfL0dqeo#43
0i3xO,r1b2rk1/pp4bp/2n2n2/1B1p4/3Pp2q/1N4N1/PP3PPP/R1BQ1RK1 w - - 6 15,c1e3 f6g4 h2h3 g4e3,1268,75,85,330,crushing middlegame short,https://lichess.org/2FpjbUq9#29
0r8TS,8/8/8/5K1P/3k1p2/1P3P2/3b4/8 b - - 0 52,d4e3 f5g4 d2c3 h5h6,2324,78,90,439,bishopEndgame crushing endgame short,https://lichess.org/2EvCL6ZF/black#104
103Mo,r4rk1/pp2q2p/6BQ/1NpPp1b1/2P3b1/1P2P1P1/P6P/1R3RK1 w - - 1 24,f1f8 a8f8 h6h7 e7h7 g6h7 g8h7,1355,75,94,1108,crushing long middlegame,https://lichess.org/1R4tylJv#47
0OyHK,1k4r1/p3qp2/Pp2p3/1QPpPp1p/8/2P5/5PrP/R1B1R2K w - - 2 25,c5b6 g2h2 h1h2 e7h4,1690,74,93,1803,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/giwidfrc#49
0Ct7N,5k2/1p3b2/p4R1P/r2rP1R1/8/1P4P1/1PK5/8 w - - 5 41,h6h7 a5c5 c2b1 d5d1 b1a2 c5a5,1257,79,76,95,endgame long mate mateIn3,https://lichess.org/hfX21Zsn#81
10ZGs,8/2k5/1b1p4/1bpPp1p1/4PpP1/r1BP1P2/4B3/2R2K2 w - - 32 63,f1e1 a3c3 c1c3 b6a5 e1d2 b5a4,2397,74,92,1819,crushing defensiveMove endgame long master masterVsMaster pin sacrifice superGM,https://lichess.org/45COpeLu#125
088TL,5k2/8/4Q1K1/8/5p1P/p7/p7/8 b - - 2 49,a2a1q e6f7,1077,83,100,71,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/JMKc4RQd/black#98
0m5ez,4r2k/p5p1/7p/2p5/1P6/P1PP3P/5Q1K/RNq5 w - - 0 33,f2d2 c1f1 a1a2 e8e1 d2f2 f1h1 h2g3 e1g1 f2g1 h1g1,2288,78,90,448,advantage endgame fork veryLong,https://lichess.org/Bfi8HMeA#65
0J7tR,5rk1/2p3p1/p5qp/1p1N1n2/3P1P2/2PQ2BP/PPB3PK/4r3 b - - 0 33,e1e3 d3e3 f5e3 d5e7 g8f7 e7g6 e3c2 g6f8,2314,78,93,187,crushing fork middlegame sacrifice veryLong,https://lichess.org/zph4RyDe/black#66
0umHO,6k1/2q2rp1/1p2Q3/p1b4R/2P2P2/1P3P2/R5K1/8 w - - 1 39,g2g3 c7f4 g3h3 f4f3,912,84,80,154,crushing deflection endgame short,https://lichess.org/Mim5Fam8#77
0i1LX,3N4/5pR1/4pk2/2pp4/8/P4r2/1r6/3K2R1 b - - 9 44,f3a3 g7f7 f6e5 g1e1 e5d4 f7f4 d4d3 f4f3 d3c4 f3a3,2109,75,95,2706,advantage endgame skewer veryLong,https://lichess.org/5uTbFGAm/black#88
0fAF4,5r2/4R3/p2pB3/2pPkPr1/Pp4P1/3P1K2/8/8 b - - 1 45,e5d4 f3f4 g5g4 f4g4,1453,75,89,673,advantage endgame master short trappedPiece,https://lichess.org/kRcYIkBJ/black#90
0XSUP,4r1k1/6pp/p3qp2/1p1p4/3P2N1/2P3QP/PP2r1P1/5RK1 b - - 7 33,e2b2 g4f6 g8h8 f6e8,1598,78,97,10403,advantage endgame pin short,https://lichess.org/qX4eswmc/black#66
01wOq,2r3k1/6p1/3q3p/1R1Pp2P/P1p1p3/2Q3P1/5P2/5K2 b - - 1 36,c8c5 c3b4 d6d5 b5c5,1481,272,100,2,crushing endgame master short,https://lichess.org/Ieh2qhFK/black#72
0Stzm,r3k2r/1pqnn1pp/p3p3/3pP3/5BQ1/8/P1P2PPP/1R1R2K1 b kq - 1 16,e8g8 g4e6 g8h8 e6e7 f8f4 e5e6 c7c5 e7d7,2171,76,97,215,equality fork middlegame veryLong,https://lichess.org/8N2Zhu04/black#32
00LoE,2k5/1p4p1/p4b2/3p4/3P4/2PQN3/PP3q2/1K6 w - - 0 37,e3d5 f2g1 b1c2 g1g2,1868,74,46,116,crushing endgame short,https://lichess.org/bDt5hp3w#73
0pEev,8/7p/1R6/6p1/5p2/5PkP/r3rNP1/5RK1 w - - 4 37,b6h6 e2f2 f1f2 a2f2,1016,84,78,64,crushing endgame short,https://lichess.org/NRxIxoKC#73
04nUM,r2q1rk1/4bppp/p3pn2/1p1n4/3PNB2/3B3Q/PP3PPP/R4RK1 b - - 4 16,d5f4 e4f6 g8h8 h3h7,996,83,94,168,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/QEWEnA1F/black#32
